,Date,Ticker,Representative,Transaction,Amount,Range
17125,2022-01-10,VZ, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
17126,2022-01-07,VZ, Patrick Fallon,Sale,250001.0,"$250,001-$1,000,000"
17127,2021-12-22,VZ, Donald Sternoff Beyer Jr.,Sale,1001.0,"$1,001-$15,000"
17128,2021-12-09,VZ, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
17129,2021-11-19,VZ, Patrick Fallon,Sale,1001.0,"$1,001-$15,000"
17130,2021-10-04,VZ, Patrick Fallon,Sale,1001.0,"$1,001-$15,000"
17131,2021-10-04,VZ, Patrick Fallon,Sale,1001.0,"$1,001-$15,000"
17132,2021-09-30,VZ, Zoe Lofgren,Purchase,1001.0,"$1,001-$15,000"
17133,2021-07-06,VZ, Patrick Fallon,Purchase,100001.0,"$100,001-250,000"
17134,2021-05-26,VZ, Patrick Fallon,Sale,1001.0,"$1,001-$15,000"
17135,2021-04-20,VZ, Patrick Fallon,Purchase,250001.0,"$250,001-$1,000,000"
17136,2021-04-20,VZ, Patrick Fallon,Sale,1001.0,"$1,001-$15,000"
17137,2021-04-20,VZ, Patrick Fallon,Purchase,15001.0,"$15,001-$50,000"
17138,2021-04-09,VZ, Sara Jacobs,Sale,50001.0,"$50,001-$100,000"
17139,2021-04-08,VZ, Patrick Fallon,Sale,15001.0,"$15,001-$50,000"
17140,2021-04-08,VZ, Patrick Fallon,Sale,15001.0,"$15,001-$50,000"
17141,2021-04-07,VZ, Patrick Fallon,Sale,100001.0,"$100,001-250,000"
17142,2021-04-07,VZ, Patrick Fallon,Sale,100001.0,"$100,001-250,000"
17143,2021-03-23,VZ, Patrick Fallon,Sale,1001.0,"$1,001-$15,000"
17144,2021-03-23,VZ, Patrick Fallon,Purchase,100001.0,"$100,001-250,000"
17145,2021-03-05,VZ, John A. Yarmuth,Sale,1001.0,"$1,001-$15,000"
17146,2021-03-01,VZ, Donald Sternoff  Beyer Jr,Sale,1001.0,"$1,001-$15,000"
17147,2021-02-10,VZ, Richard W. Allen,Sale,1001.0,"$1,001-$15,000"
17148,2021-01-11,VZ, Donald Sternoff  Beyer Jr,Sale,1001.0,"$1,001-$15,000"
17149,2020-09-01,VZ, Ed Perlmutter,Sale,1001.0,"$1,001-$15,000"
17150,2020-07-14,VZ, Donald Sternoff Beyer Jr,Sale,1001.0,"$1,001-$15,000"
17151,2020-06-10,VZ, Ed Perlmutter,Purchase,1001.0,"$1,001-$15,000"
17152,2020-05-26,VZ, John A. Yarmuth,Sale,1001.0,"$1,001-$15,000"
17153,2020-05-19,VZ, K. Michael Conaway,Purchase,15001.0,"$15,001-$50,000"
17154,2020-05-07,VZ, Donald Sternoff Beyer Jr,Sale,1001.0,"$1,001-$15,000"
17155,2020-05-01,VZ, Donald Sternoff Beyer Jr,Sale,1001.0,"$1,001-$15,000"
17156,2020-04-27,VZ, Donald Sternoff Beyer Jr,Sale,1001.0,"$1,001-$15,000"
17157,2020-04-27,VZ, Donald Sternoff Beyer Jr,Sale,1001.0,"$1,001-$15,000"
17158,2020-04-06,VZ, Susan W. Brooks,Purchase,1001.0,"$1,001-$15,000"
17159,2020-03-23,VZ, Zoe Lofgren,Sale,1001.0,"$1,001-$15,000"
17160,2020-02-20,VZ, Mikie Sherrill,Sale,1001.0,"$1,001-$15,000"
17161,2020-02-18,VZ, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
17162,2020-01-14,VZ, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
17163,2020-01-08,VZ, Bob Gibbs,Purchase,1001.0,"$1,001-$15,000"
17164,2019-12-23,VZ, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
17165,2019-12-10,VZ, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
17166,2019-11-26,VZ, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
17167,2019-11-18,VZ, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
17168,2019-08-28,VZ, Donna Shalala,Sale,1001.0,"$1,001-$15,000"
17169,2019-06-18,VZ, Thomas Suozzi,Sale,15001.0,"$15,001-$50,000"
17170,2019-06-18,VZ, Thomas Suozzi,Sale,1001.0,"$1,001-$15,000"
17171,2019-06-18,VZ, Thomas Suozzi,Sale,1001.0,"$1,001-$15,000"
17172,2019-04-18,VZ, K. Michael Conaway,Sale,1001.0,"$1,001-$15,000"
17173,2019-03-25,VZ, Nicholas Van Taylor,Sale,1001.0,"$1,001-$15,000"
17174,2019-03-25,VZ, Nicholas Van Taylor,Sale,15001.0,"$15,001-$50,000"
17175,2019-02-05,VZ, Donna Shalala,Sale,1001.0,"$1,001-$15,000"
17176,2019-01-29,VZ, Nicholas Van Taylor,Sale,1001.0,"$1,001-$15,000"
17177,2019-01-14,VZ, Nicholas Van Taylor,Sale,1001.0,"$1,001-$15,000"
17178,2018-12-24,VZ, John A. Yarmuth,Purchase,1001.0,"$1,001-$15,000"
17179,2018-12-21,VZ, Greg Gianforte,Purchase,100001.0,"$100,001-250,000"
17180,2018-12-06,VZ, John A. Yarmuth,Sale,1001.0,"$1,001-$15,000"
17181,2018-11-02,VZ, K. Michael Conaway,Sale,1001.0,"$1,001-$15,000"
17182,2018-10-01,VZ, Thomas Suozzi,Purchase,1001.0,"$1,001-$15,000"
17183,2018-08-09,VZ, Ed Perlmutter,Purchase,1001.0,"$1,001-$15,000"
17184,2018-06-27,VZ, Thomas Suozzi,Purchase,1001.0,"$1,001-$15,000"
17185,2018-06-27,VZ, Thomas Suozzi,Purchase,1001.0,"$1,001-$15,000"
17186,2017-08-17,VZ, Thomas Suozzi,Purchase,1001.0,"$1,001-$15,000"
17187,2017-07-17,VZ, John Rutherford,Purchase,1001.0,"$1,001-$15,000"
17188,2017-02-23,VZ, Roger W. Marshall,Sale,1001.0,"$1,001-$15,000"
17189,2017-02-10,VZ, Roger W. Marshall,Purchase,1001.0,"$1,001-$15,000"
17190,2022-05-12,FLL, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
17191,2022-05-12,FLL, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
17192,2020-04-02,AMG, Dean Phillips,Sale,1001.0,"$1,001-$15,000"
17193,2020-04-02,AMG, Dean Phillips,Sale,1001.0,"$1,001-$15,000"
17194,2020-03-18,AMG, Gilbert Cisneros,Sale,1001.0,"$1,001-$15,000"
17195,2019-08-14,AMG, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
17196,2019-08-13,AMG, Dean Phillips,Purchase,1001.0,"$1,001-$15,000"
17197,2023-02-27,NTDOY, Daniel Goldman,Sale,15001.0,"$15,001-$50,000"
17198,2022-07-15,NTDOY, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
17199,2022-06-14,NTDOY, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
17200,2021-10-18,NTDOY, Josh Gottheimer,Purchase,15001.0,"$15,001-$50,000"
17201,2021-09-15,NTDOY, Josh Gottheimer,Sale,15001.0,"$15,001-$50,000"
17202,2020-12-01,NTDOY, Greg Gianforte,Purchase,1001.0,"$1,001-$15,000"
17203,2020-10-09,NTDOY, Joe Courtney,Sale,15001.0,"$15,001-$50,000"
17204,2020-09-01,NTDOY, Josh Gottheimer,Purchase,15001.0,"$15,001-$50,000"
17205,2019-05-01,NTDOY, Justin Amash,Purchase,1001.0,"$1,001-$15,000"
17206,2018-08-01,NTDOY, Justin Amash,Purchase,1001.0,"$1,001-$15,000"
17207,2022-11-30,CZR, Susie Lee,Sale,1001.0,"$1,001-$15,000"
17208,2021-07-13,CZR, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
17209,2021-06-28,CZR, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
17210,2021-06-23,CZR, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
17211,2021-05-26,CZR, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
17212,2021-05-14,CZR, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
17213,2021-12-16,EOG, Robert J. Wittman,Purchase,1001.0,"$1,001-$15,000"
17214,2020-10-28,EOG, Lois Frankel,Sale,1001.0,"$1,001-$15,000"
17215,2020-05-14,EOG, John A. Yarmuth,Sale,1001.0,"$1,001-$15,000"
17216,2019-10-18,EOG, Cheri Bustos,Sale,15001.0,"$15,001-$50,000"
17217,2018-05-02,EOG, Lois Frankel,Sale,1001.0,"$1,001-$15,000"
17218,2020-06-03,BDN, Peter Welch,Sale,1001.0,"$1,001-$15,000"
17219,2019-06-24,BDN, Donna Shalala,Sale,1001.0,"$1,001-$15,000"
17220,2019-06-04,BDN, Donna Shalala,Purchase,1001.0,"$1,001-$15,000"
17221,2022-08-03,AIG, Kathy Manning,Sale,1001.0,"$1,001-$15,000"
17222,2022-07-20,AIG, Kathy Manning,Purchase,1001.0,"$1,001-$15,000"
17223,2020-09-17,AIG, Earl Blumenauer,Sale,1001.0,"$1,001-$15,000"
17224,2020-09-16,AIG, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
17225,2020-05-13,AIG, Dean Phillips,Purchase,1001.0,"$1,001-$15,000"
17226,2020-04-02,AIG, Dean Phillips,Sale,1001.0,"$1,001-$15,000"
17227,2020-04-02,AIG, Dean Phillips,Sale,1001.0,"$1,001-$15,000"
17228,2020-03-18,AIG, Gilbert Cisneros,Sale,1001.0,"$1,001-$15,000"
17229,2019-05-13,AIG, Dean Phillips,Sale,1001.0,"$1,001-$15,000"
17230,2019-03-14,AIG, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
17231,2019-01-04,AIG, Dean Phillips,Purchase,15001.0,"$15,001-$50,000"
17232,2018-05-07,AIG, Earl Blumenauer,Purchase,1001.0,"$1,001-$15,000"
17233,2022-11-08,TLRN, Christopher L. Jacobs,Sale,1001.0,"$1,001-$15,000"
17234,2022-08-03,IP, Kathy Manning,Sale,1001.0,"$1,001-$15,000"
17235,2022-07-20,IP, Kathy Manning,Purchase,1001.0,"$1,001-$15,000"
17236,2022-03-14,IP, Earl Blumenauer,Sale,1001.0,"$1,001-$15,000"
17237,2022-02-24,IP, Earl Blumenauer,Purchase,1001.0,"$1,001-$15,000"
17238,2021-12-01,IP, Debbie Dingell,Sale,15001.0,"$15,001-$50,000"
17239,2021-06-16,IP, Marjorie Taylor Greene,Purchase,1001.0,"$1,001-$15,000"
17240,2021-06-04,IP, Thomas Suozzi,Sale,1001.0,"$1,001-$15,000"
17241,2021-06-04,IP, Thomas Suozzi,Sale,1001.0,"$1,001-$15,000"
17242,2021-03-04,IP, Thomas Suozzi,Purchase,15001.0,"$15,001-$50,000"
17243,2020-07-10,IP, Thomas Suozzi,Sale,15001.0,"$15,001-$50,000"
17244,2020-07-10,IP, Thomas Suozzi,Sale,15001.0,"$15,001-$50,000"
17245,2020-04-29,IP, Thomas Suozzi,Purchase,15001.0,"$15,001-$50,000"
17246,2020-04-29,IP, Gilbert Cisneros,Sale,1001.0,"$1,001-$15,000"
17247,2020-04-29,IP, Gilbert Cisneros,Sale,1001.0,"$1,001-$15,000"
17248,2020-04-14,IP, Thomas Suozzi,Purchase,1001.0,"$1,001-$15,000"
17249,2020-03-18,IP, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
17250,2020-02-12,IP, Thomas Suozzi,Purchase,15001.0,"$15,001-$50,000"
17251,2019-11-15,IP, Thomas Suozzi,Purchase,1001.0,"$1,001-$15,000"
17252,2019-08-13,IP, Dean Phillips,Sale,1001.0,"$1,001-$15,000"
17253,2019-05-02,IP, Thomas Suozzi,Sale,50001.0,"$50,001-$100,000"
17254,2019-04-08,IP, Thomas Suozzi,Sale,1001.0,"$1,001-$15,000"
17255,2019-01-04,IP, Dean Phillips,Purchase,1001.0,"$1,001-$15,000"
17256,2018-12-28,IP, Thomas Suozzi,Purchase,1001.0,"$1,001-$15,000"
17257,2018-10-05,IP, Earl Blumenauer,Purchase,1001.0,"$1,001-$15,000"
17258,2018-10-01,IP, Thomas Suozzi,Purchase,50001.0,"$50,001-$100,000"
17259,2017-07-17,IP, John Rutherford,Purchase,1001.0,"$1,001-$15,000"
17260,2019-06-04,ARR, Donna Shalala,Sale,1001.0,"$1,001-$15,000"
17261,2022-09-12,ADI, Lois Frankel,Purchase,1001.0,"$1,001-$15,000"
17262,2022-07-22,ADI, Lois Frankel,Sale,1001.0,"$1,001-$15,000"
17263,2021-02-19,ADI,Sara Jacobs,Sale,50001.0,"$50,001-$100,000"
17264,2020-02-20,ADI, Mikie Sherrill,Sale,1001.0,"$1,001-$15,000"
17265,2019-07-30,ADI, Lois Frankel,Sale,1001.0,"$1,001-$15,000"
17266,2018-08-14,ADI, Alan S. Lowenthal,Sale,1001.0,"$1,001-$15,000"
17267,2018-08-14,ADI, Alan S. Lowenthal,Sale,190.35,$190.35
17268,2018-08-13,ADI, Alan S. Lowenthal,Sale,1001.0,"$1,001-$15,000"
17269,2018-08-13,ADI, Alan S. Lowenthal,Sale,285.74,$285.74
17270,2018-08-10,ADI, Alan S. Lowenthal,Sale,1001.0,"$1,001-$15,000"
17271,2018-08-10,ADI, Alan S. Lowenthal,Sale,94.67,$94.67
17272,2018-06-05,ADI, Alan S. Lowenthal,Purchase,601.5,$601.50
17273,2023-02-27,NSRGY, Daniel Goldman,Purchase,15001.0,"$15,001-$50,000"
17274,2022-06-29,NSRGY, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
17275,2022-06-28,NSRGY, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
17276,2022-06-10,NSRGY, Marjorie Taylor Greene,Purchase,15001.0,"$15,001-$50,000"
17277,2022-03-16,NSRGY, John Rutherford,Sale,1001.0,"$1,001-$15,000"
17278,2022-02-28,NSRGY, Donald Sternoff Beyer Jr.,Sale,1001.0,"$1,001-$15,000"
17279,2022-01-19,NSRGY, Marjorie Taylor Greene,Purchase,1001.0,"$1,001-$15,000"
17280,2021-12-16,NSRGY, Marjorie Taylor Greene,Purchase,1001.0,"$1,001-$15,000"
17281,2021-07-19,NSRGY, Marjorie Taylor Greene,Purchase,1001.0,"$1,001-$15,000"
17282,2021-06-16,NSRGY, Marjorie Taylor Greene,Purchase,1001.0,"$1,001-$15,000"
17283,2021-05-19,NSRGY, Marjorie Taylor Greene,Purchase,1001.0,"$1,001-$15,000"
17284,2021-05-18,NSRGY, Marjorie Taylor Greene,Purchase,1001.0,"$1,001-$15,000"
17285,2021-02-17,NSRGY,Mr. Peter Meijer,Sale,15001.0,"$15,001-$50,000"
17286,2021-01-28,NSRGY,Mr. Peter Meijer,Sale,1001.0,"$1,001-$15,000"
17287,2021-01-15,NSRGY, Donald Sternoff  Beyer Jr,Sale,1001.0,"$1,001-$15,000"
17288,2021-01-11,NSRGY, Donald Sternoff  Beyer Jr,Sale,1001.0,"$1,001-$15,000"
17289,2020-07-14,NSRGY, Donald Sternoff Beyer Jr,Sale,1001.0,"$1,001-$15,000"
17290,2020-06-26,NSRGY, Sean Patrick Maloney,Sale,1001.0,"$1,001-$15,000"
17291,2020-05-12,NSRGY, Greg Gianforte,Sale,100001.0,"$100,001-250,000"
17292,2020-05-11,NSRGY, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
17293,2020-05-04,NSRGY, Donald Sternoff Beyer Jr,Sale,1001.0,"$1,001-$15,000"
17294,2020-04-28,NSRGY, Donald Sternoff Beyer Jr,Sale,1001.0,"$1,001-$15,000"
17295,2020-04-28,NSRGY, Donald Sternoff Beyer Jr,Sale,1001.0,"$1,001-$15,000"
17296,2020-03-30,NSRGY, Greg Gianforte,Sale,50001.0,"$50,001-$100,000"
17297,2020-03-13,NSRGY, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
17298,2020-02-14,NSRGY, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
17299,2020-02-11,NSRGY, John Rutherford,Sale,1001.0,"$1,001-$15,000"
17300,2020-02-11,NSRGY, John Rutherford,Sale,1001.0,"$1,001-$15,000"
17301,2020-02-10,NSRGY, Dean Phillips,Sale,1001.0,"$1,001-$15,000"
17302,2020-01-27,NSRGY, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
17303,2020-01-15,NSRGY, John Rutherford,Purchase,1001.0,"$1,001-$15,000"
17304,2020-01-13,NSRGY, Greg Gianforte,Sale,15001.0,"$15,001-$50,000"
17305,2020-01-09,NSRGY, Dean Phillips,Sale,1001.0,"$1,001-$15,000"
17306,2020-01-09,NSRGY, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
17307,2020-01-08,NSRGY, Dean Phillips,Sale,1001.0,"$1,001-$15,000"
17308,2020-01-07,NSRGY, Dean Phillips,Sale,1001.0,"$1,001-$15,000"
17309,2020-01-03,NSRGY, Greg Gianforte,Purchase,15001.0,"$15,001-$50,000"
17310,2019-12-24,NSRGY, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
17311,2019-12-18,NSRGY, John B. Larson,Sale,1001.0,"$1,001-$15,000"
17312,2019-12-09,NSRGY, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
17313,2019-11-26,NSRGY, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
17314,2019-11-18,NSRGY, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
17315,2019-08-30,NSRGY, Greg Gianforte,Sale,15001.0,"$15,001-$50,000"
17316,2019-08-28,NSRGY, Donna Shalala,Sale,1001.0,"$1,001-$15,000"
17317,2019-06-24,NSRGY, Donna Shalala,Sale,15001.0,"$15,001-$50,000"
17318,2019-06-11,NSRGY, Dean Phillips,Sale,1001.0,"$1,001-$15,000"
17319,2019-05-28,NSRGY, Mikie Sherrill,Sale,1001.0,"$1,001-$15,000"
17320,2019-05-28,NSRGY, Mikie Sherrill,Sale,1001.0,"$1,001-$15,000"
17321,2019-04-04,NSRGY, Dean Phillips,Sale,1001.0,"$1,001-$15,000"
17322,2019-03-25,NSRGY, Nicholas Van Taylor,Sale,1001.0,"$1,001-$15,000"
17323,2019-03-25,NSRGY, Nicholas Van Taylor,Sale,15001.0,"$15,001-$50,000"
17324,2019-03-20,NSRGY, Lois Frankel,Purchase,1001.0,"$1,001-$15,000"
17325,2019-02-15,NSRGY, Donna Shalala,Purchase,1001.0,"$1,001-$15,000"
17326,2019-02-05,NSRGY, Donna Shalala,Sale,1001.0,"$1,001-$15,000"
17327,2018-11-28,NSRGY, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
17328,2018-11-27,NSRGY, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
17329,2018-07-05,NSRGY, Greg Gianforte,Sale,15001.0,"$15,001-$50,000"
17330,2018-06-29,NSRGY, Pete Sessions,Sale,15001.0,"$15,001-$50,000"
17331,2017-07-11,NSRGY, John Rutherford,Purchase,1001.0,"$1,001-$15,000"
17332,2021-03-16,ACST, Mark Dr Green,Purchase,1001.0,"$1,001-$15,000"
17333,2022-01-14,GVA, John Garamendi,Sale,1001.0,"$1,001-$15,000"
17334,2020-04-29,NWSA, Gilbert Cisneros,Sale,1001.0,"$1,001-$15,000"
17335,2020-04-29,NWSA, Gilbert Cisneros,Sale,1001.0,"$1,001-$15,000"
17336,2020-03-18,NWSA, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
17337,2019-12-04,CBT, Lois Frankel,Sale,1001.0,"$1,001-$15,000"
17338,2019-12-03,CBT, Lois Frankel,Sale,1001.0,"$1,001-$15,000"
17339,2023-02-27,ITTOY, Daniel Goldman,Purchase,1001.0,"$1,001-$15,000"
17340,2022-12-12,INSW.V, Christopher L. Jacobs,Purchase,1001.0,"$1,001-$15,000"
17341,2023-02-27,DKILY, Daniel Goldman,Purchase,15001.0,"$15,001-$50,000"
17342,2023-01-11,JCI, Lois Frankel,Purchase,1001.0,"$1,001-$15,000"
17343,2022-05-11,JCI, Lois Frankel,Purchase,1001.0,"$1,001-$15,000"
17344,2022-03-24,JCI, Lois Frankel,Purchase,1001.0,"$1,001-$15,000"
17345,2020-04-02,JCI, Dean Phillips,Sale,1001.0,"$1,001-$15,000"
17346,2020-04-02,JCI, Dean Phillips,Sale,1001.0,"$1,001-$15,000"
17347,2020-01-08,JCI, Michael John Gallagher,Sale,15001.0,"$15,001-$50,000"
17348,2019-11-13,JCI, Lois Frankel,Sale,1001.0,"$1,001-$15,000"
17349,2019-06-24,JCI, Donna Shalala,Sale,1001.0,"$1,001-$15,000"
17350,2019-05-08,JCI, Lois Frankel,Sale,1001.0,"$1,001-$15,000"
17351,2019-02-15,JCI, Donna Shalala,Purchase,1001.0,"$1,001-$15,000"
17352,2019-02-04,JCI, Dean Phillips,Sale,1001.0,"$1,001-$15,000"
17353,2019-01-04,JCI, Dean Phillips,Purchase,1001.0,"$1,001-$15,000"
17354,2018-09-05,JCI, Lois Frankel,Purchase,1001.0,"$1,001-$15,000"
17355,2018-07-12,JCI, Debbie Dingell,Purchase,1001.0,"$1,001-$15,000"
17356,2017-12-06,JCI, Thomas Suozzi,Sale,1001.0,"$1,001-$15,000"
17357,2017-08-25,JCI, Thomas Suozzi,Purchase,1001.0,"$1,001-$15,000"
17358,2023-01-31,EXAS, Kevin Hern,Sale,1001.0,"$1,001-$15,000"
17359,2023-01-20,EXAS, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
17360,2022-12-19,EXAS, Kevin Hern,Sale,50001.0,"$50,001-$100,000"
17361,2022-05-16,EXAS, Kevin Hern,Sale,1001.0,"$1,001-$15,000"
17362,2021-06-03,EXAS, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
17363,2021-05-20,EXAS, Kevin Hern,Purchase,1001.0,"$1,001-$15,000"
17364,2021-05-20,EXAS, Kevin Hern,Purchase,1001.0,"$1,001-$15,000"
17365,2021-05-20,EXAS, Kevin Hern,Purchase,1001.0,"$1,001-$15,000"
17366,2021-05-20,EXAS, Kevin Hern,Purchase,50001.0,"$50,001-$100,000"
17367,2020-11-11,EXAS, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
17368,2020-10-26,EXAS, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
17369,2020-09-15,EXAS, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
17370,2020-07-27,EXAS, Kevin Hern,Purchase,1001.0,"$1,001-$15,000"
17371,2020-06-05,EXAS, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
17372,2020-06-02,EXAS, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
17373,2020-03-16,EXAS, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
17374,2020-01-22,EXAS, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
17375,2020-01-10,EXAS, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
17376,2019-12-10,EXAS, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
17377,2019-09-16,EXAS, Gilbert Cisneros,Sale,1001.0,"$1,001-$15,000"
17378,2019-06-24,EXAS, Donna Shalala,Sale,1001.0,"$1,001-$15,000"
17379,2019-06-19,EXAS, Donna Shalala,Purchase,1001.0,"$1,001-$15,000"
17380,2019-05-10,EXAS, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
17381,2019-06-04,RL, Donna Shalala,Sale,1001.0,"$1,001-$15,000"
17382,2019-01-09,RL, Donna Shalala,Sale,1001.0,"$1,001-$15,000"
17383,2022-11-30,BAH, Susie Lee,Sale,15001.0,"$15,001-$50,000"
17384,2021-09-24,BAH, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
17385,2021-08-20,BAH, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
17386,2021-02-18,BAH, Lois Frankel,Sale,1001.0,"$1,001-$15,000"
17387,2020-03-27,BAH, Lois Frankel,Sale,1001.0,"$1,001-$15,000"
17388,2020-03-06,BAH, Susie Lee,Sale,1001.0,"$1,001-$15,000"
17389,2019-07-31,BAH, Lois Frankel,Sale,1001.0,"$1,001-$15,000"
17390,2019-04-25,BAH, Susie Lee,Sale,1001.0,"$1,001-$15,000"
17391,2019-02-27,BAH, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
17392,2019-01-14,BAH, Lois Frankel,Purchase,1001.0,"$1,001-$15,000"
17393,2018-10-31,BAH, Lamar Smith,Purchase,1001.0,"$1,001-$15,000"
17394,2018-06-15,BAH, Lois Frankel,Purchase,1001.0,"$1,001-$15,000"
17395,2018-06-28,BPL, Virginia Foxx,Sale,15001.0,"$15,001-$50,000"
17396,2018-05-22,BPL, Virginia Foxx,Purchase,1001.0,"$1,001-$15,000"
17397,2022-08-03,WY, Kathy Manning,Sale,1001.0,"$1,001-$15,000"
17398,2021-08-03,WY, Thomas Suozzi,Sale,50001.0,"$50,001-$100,000"
17399,2021-06-04,WY, Thomas Suozzi,Sale,15001.0,"$15,001-$50,000"
17400,2021-06-04,WY, Thomas Suozzi,Sale,15001.0,"$15,001-$50,000"
17401,2021-03-02,WY, Thomas Suozzi,Purchase,50001.0,"$50,001-$100,000"
17402,2020-03-18,WY, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
17403,2019-12-18,WY, John B. Larson,Sale,1001.0,"$1,001-$15,000"
17404,2019-08-29,WY, Steve Cohen,Sale,15001.0,"$15,001-$50,000"
17405,2019-08-14,WY, Gilbert Cisneros,Sale,1001.0,"$1,001-$15,000"
17406,2019-05-23,WY, Alan S. Lowenthal,Sale,1001.0,"$1,001-$15,000"
17407,2019-05-23,WY, Alan S. Lowenthal,Sale,317.81,$317.81
17408,2019-05-22,WY, Alan S. Lowenthal,Sale,1001.0,"$1,001-$15,000"
17409,2019-05-22,WY, Alan S. Lowenthal,Sale,510.72,$510.72
17410,2019-05-21,WY, Alan S. Lowenthal,Sale,1001.0,"$1,001-$15,000"
17411,2019-05-21,WY, Alan S. Lowenthal,Sale,1001.0,"$1,001-$15,000"
17412,2019-05-08,WY, Thomas Suozzi,Sale,50001.0,"$50,001-$100,000"
17413,2019-04-17,WY, Alan S. Lowenthal,Purchase,1001.0,"$1,001-$15,000"
17414,2019-04-17,WY, Alan S. Lowenthal,Purchase,633.47,$633.47
17415,2019-04-16,WY, Alan S. Lowenthal,Purchase,1001.0,"$1,001-$15,000"
17416,2019-04-16,WY, Alan S. Lowenthal,Purchase,321.8,$321.80
17417,2019-04-11,WY, Alan S. Lowenthal,Purchase,1001.0,"$1,001-$15,000"
17418,2019-03-14,WY, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
17419,2019-03-06,WY, Dean Phillips,Sale,1001.0,"$1,001-$15,000"
17420,2019-02-25,WY, Thomas Suozzi,Purchase,15001.0,"$15,001-$50,000"
17421,2019-02-21,WY, Thomas Suozzi,Purchase,1001.0,"$1,001-$15,000"
17422,2019-01-04,WY, Dean Phillips,Purchase,1001.0,"$1,001-$15,000"
17423,2019-01-02,WY, Earl Blumenauer,Purchase,1001.0,"$1,001-$15,000"
17424,2018-12-21,WY, Greg Gianforte,Sale,15001.0,"$15,001-$50,000"
17425,2018-12-10,WY, Thomas J. Rooney,Sale,50001.0,"$50,001-$100,000"
17426,2018-11-08,WY, Thomas Suozzi,Purchase,50001.0,"$50,001-$100,000"
17427,2018-10-01,WY, Thomas Suozzi,Purchase,15001.0,"$15,001-$50,000"
17428,2020-02-25,MTN, Susie Lee,Sale,1001.0,"$1,001-$15,000"
17429,2019-09-11,MTN, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
17430,2019-01-24,MTN, Susie Lee,Sale,1001.0,"$1,001-$15,000"
